Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Area code,Area code_reference,Area code_sort,Area code_hierarchy,Area name,Area name_reference,Area name_sort,Area name_hierarchy,Indicator,Indicator_reference,Indicator_sort,Indicator_hierarchy,Notes
67.3,67.3,Average,Average,,,W01000182,W01000182,165,,Rhiw 3,W01000182,165,W06000003,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
65.2,65.2,Average,Average,,,W01000183,W01000183,166,,Rhiw 4,W01000183,166,W06000003,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
63.8,63.8,Average,Average,,,W01000184,W01000184,167,,Towyn,W01000184,167,W06000003,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
51.3,51.3,Average,Average,,,W01000185,W01000185,168,,Trefriw,W01000185,168,W06000003,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
67.3,67.3,Average,Average,,,W01000186,W01000186,169,,Tudno 1,W01000186,169,W06000003,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
67.9,67.9,Average,Average,,,W01000187,W01000187,170,,Tudno 2,W01000187,170,W06000003,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
63.7,63.7,Average,Average,,,W01000188,W01000188,171,,Tudno 3,W01000188,171,W06000003,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
43,43,Average,Average,,,W01000189,W01000189,172,,Uwch Conwy,W01000189,172,W06000003,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
46,46,Average,Average,,,W01000190,W01000190,173,,Uwch Aled,W01000190,173,W06000003,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
64.5,64.5,Average,Average,,,W01000191,W01000191,174,,Bodelwyddan,W01000191,174,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
49.8,49.8,Average,Average,,,W01000192,W01000192,175,,Corwen 1,W01000192,175,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
57.4,57.4,Average,Average,,,W01000193,W01000193,176,,Corwen 2,W01000193,176,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
61.3,61.3,Average,Average,,,W01000194,W01000194,177,,Denbigh Central,W01000194,177,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
65.3,65.3,Average,Average,,,W01000195,W01000195,178,,Denbigh Lower 1,W01000195,178,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
63.5,63.5,Average,Average,,,W01000196,W01000196,179,,Denbigh Lower 2,W01000196,179,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
62.2,62.2,Average,Average,,,W01000197,W01000197,180,,Denbigh Lower 3,W01000197,180,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
66.8,66.8,Average,Average,,,W01000198,W01000198,181,,Denbigh Upper and Henllan 1,W01000198,181,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
56.8,56.8,Average,Average,,,W01000199,W01000199,182,,Denbigh Upper and Henllan 2,W01000199,182,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
47.1,47.1,Average,Average,,,W01000200,W01000200,183,,Dyserth 1,W01000200,183,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
57.7,57.7,Average,Average,,,W01000201,W01000201,184,,Dyserth 2,W01000201,184,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
48.2,48.2,Average,Average,,,W01000202,W01000202,185,,Efenechtyd,W01000202,185,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
52.1,52.1,Average,Average,,,W01000203,W01000203,186,,Llanarmon-yn-Ial and Llandegla,W01000203,186,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
54.6,54.6,Average,Average,,,W01000204,W01000204,187,,Llanbedr Dyffryn Clwyd and Llangynhafal,W01000204,187,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
55.3,55.3,Average,Average,,,W01000205,W01000205,188,,Llandrillo,W01000205,188,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
53.2,53.2,Average,Average,,,W01000206,W01000206,189,,Llandyrnog,W01000206,189,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
51.3,51.3,Average,Average,,,W01000207,W01000207,190,,Llanfair Dyffryn Clwyd Gwyddelwern,W01000207,190,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
53.2,53.2,Average,Average,,,W01000208,W01000208,191,,Llangollen 1,W01000208,191,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
64.5,64.5,Average,Average,,,W01000209,W01000209,192,,Llangollen 2,W01000209,192,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
61.5,61.5,Average,Average,,,W01000210,W01000210,193,,Llangollen 3,W01000210,193,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
50.8,50.8,Average,Average,,,W01000211,W01000211,194,,Llanrhaeadr-yng-Nghinmeirch,W01000211,194,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
59.6,59.6,Average,Average,,,W01000212,W01000212,195,,Prestatyn Central 1,W01000212,195,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
63.6,63.6,Average,Average,,,W01000213,W01000213,196,,Prestatyn Central 2,W01000213,196,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
62.3,62.3,Average,Average,,,W01000214,W01000214,197,,Prestatyn East 1,W01000214,197,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
58.9,58.9,Average,Average,,,W01000215,W01000215,198,,Prestatyn East 2,W01000215,198,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
61.9,61.9,Average,Average,,,W01000216,W01000216,199,,Prestatyn East 3,W01000216,199,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
63.1,63.1,Average,Average,,,W01000217,W01000217,200,,Prestatyn Meliden,W01000217,200,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
63.7,63.7,Average,Average,,,W01000218,W01000218,201,,Prestatyn North 1,W01000218,201,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
64.8,64.8,Average,Average,,,W01000219,W01000219,202,,Prestatyn North 2,W01000219,202,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
59.1,59.1,Average,Average,,,W01000220,W01000220,203,,Prestatyn North 3,W01000220,203,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
64.1,64.1,Average,Average,,,W01000221,W01000221,204,,Prestatyn South West 1,W01000221,204,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
63,63,Average,Average,,,W01000222,W01000222,205,,Prestatyn South West 2,W01000222,205,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
61,61,Average,Average,,,W01000223,W01000223,206,,Rhuddlan 1,W01000223,206,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
65.7,65.7,Average,Average,,,W01000224,W01000224,207,,Rhuddlan 2,W01000224,207,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
62.6,62.6,Average,Average,,,W01000225,W01000225,208,,Rhuddlan 3,W01000225,208,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
61,61,Average,Average,,,W01000226,W01000226,209,,Rhyl East 1,W01000226,209,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
61.2,61.2,Average,Average,,,W01000227,W01000227,210,,Rhyl East 2,W01000227,210,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
61.9,61.9,Average,Average,,,W01000228,W01000228,211,,Rhyl East 3,W01000228,211,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
62.2,62.2,Average,Average,,,W01000229,W01000229,212,,Rhyl South 1,W01000229,212,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
60.6,60.6,Average,Average,,,W01000230,W01000230,213,,Rhyl South 2,W01000230,213,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
59.4,59.4,Average,Average,,,W01000231,W01000231,214,,Rhyl South East 1,W01000231,214,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
63.9,63.9,Average,Average,,,W01000232,W01000232,215,,Rhyl South East 2,W01000232,215,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
61.4,61.4,Average,Average,,,W01000233,W01000233,216,,Rhyl South East 3,W01000233,216,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
72.5,72.5,Average,Average,,,W01000234,W01000234,217,,Rhyl South East 4,W01000234,217,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
65.6,65.6,Average,Average,,,W01000235,W01000235,218,,Rhyl South East 5,W01000235,218,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
64.7,64.7,Average,Average,,,W01000236,W01000236,219,,Rhyl South West 1,W01000236,219,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
67.7,67.7,Average,Average,,,W01000237,W01000237,220,,Rhyl South West 2,W01000237,220,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
60.3,60.3,Average,Average,,,W01000238,W01000238,221,,Rhyl South West 3,W01000238,221,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
65.8,65.8,Average,Average,,,W01000239,W01000239,222,,Rhyl West 1,W01000239,222,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
62.2,62.2,Average,Average,,,W01000240,W01000240,223,,Rhyl West 2,W01000240,223,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
60.3,60.3,Average,Average,,,W01000241,W01000241,224,,Rhyl West 3,W01000241,224,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
64.1,64.1,Average,Average,,,W01000242,W01000242,225,,Ruthin 1,W01000242,225,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
66.2,66.2,Average,Average,,,W01000243,W01000243,226,,Ruthin 2,W01000243,226,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
62.5,62.5,Average,Average,,,W01000244,W01000244,227,,Ruthin 3,W01000244,227,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
67.5,67.5,Average,Average,,,W01000245,W01000245,228,,St Asaph East,W01000245,228,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
63.1,63.1,Average,Average,,,W01000246,W01000246,229,,St Asaph West,W01000246,229,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
59.5,59.5,Average,Average,,,W01000247,W01000247,230,,Trefnant,W01000247,230,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
50.1,50.1,Average,Average,,,W01000248,W01000248,231,,Tremeirchion,W01000248,231,W06000004,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
64.6,64.6,Average,Average,,,W01000249,W01000249,232,,Argoed (Flintshire) 1,W01000249,232,W06000005,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
63,63,Average,Average,,,W01000250,W01000250,233,,Argoed (Flintshire) 2,W01000250,233,W06000005,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
66.6,66.6,Average,Average,,,W01000251,W01000251,234,,Hawarden: Aston 1,W01000251,234,W06000005,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
60.7,60.7,Average,Average,,,W01000252,W01000252,235,,Hawarden: Aston 2,W01000252,235,W06000005,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
65.8,65.8,Average,Average,,,W01000253,W01000253,236,,Bagillt East,W01000253,236,W06000005,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
64,64,Average,Average,,,W01000254,W01000254,237,,Bagillt West,W01000254,237,W06000005,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
65.7,65.7,Average,Average,,,W01000255,W01000255,238,,Broughton North East,W01000255,238,W06000005,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
66.4,66.4,Average,Average,,,W01000256,W01000256,239,,Broughton South 1,W01000256,239,W06000005,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
69.1,69.1,Average,Average,,,W01000257,W01000257,240,,Broughton South 2,W01000257,240,W06000005,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
57.7,57.7,Average,Average,,,W01000258,W01000258,241,,Brynford,W01000258,241,W06000005,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
67.3,67.3,Average,Average,,,W01000259,W01000259,242,,Buckley: Bistre East 1,W01000259,242,W06000005,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
64.9,64.9,Average,Average,,,W01000260,W01000260,243,,Buckley: Bistre East 2,W01000260,243,W06000005,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
64.8,64.8,Average,Average,,,W01000261,W01000261,244,,Buckley: Bistre West 1,W01000261,244,W06000005,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
65.7,65.7,Average,Average,,,W01000262,W01000262,245,,Buckley: Bistre West 2,W01000262,245,W06000005,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
70.4,70.4,Average,Average,,,W01000263,W01000263,246,,Buckley: Bistre West 3,W01000263,246,W06000005,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
69.7,69.7,Average,Average,,,W01000264,W01000264,247,,Buckley: Mountain 1,W01000264,247,W06000005,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
65.9,65.9,Average,Average,,,W01000265,W01000265,248,,Buckley: Mountain 2,W01000265,248,W06000005,Energy efficiency of residential properties (Standard Assessment Procedure score),epc,4,,
