id,name,country,localAuthority,lat,lon,buy.proxyMedian,buy.transactions,buy.housingCostConfidence,buy.oneBedCount,buy.housingCostReason,rent.proxyMonthly,rent.housingCostConfidence,rent.oneBedCount,rent.housingCostReason,market.reason,localTransport.pt_connectivity_0_100,localTransport.national_percentile,localTransport.score,localTransport.source_period,localTransport.retrieval_date,localTransport.evidence_id,localTransport.geography_code,localTransport.geography_vintage,localTransport.population_covered,localTransport.population_expected,localTransport.method_version,localTransport.confidence,localTransport.reason,nationalTransport.londonMinutes,nationalTransport.londonChanges,nationalTransport.birminghamMinutes,nationalTransport.birminghamChanges,nationalTransport.confidence,nationalTransport.reason,residentialEnvironment.air_burden,residentialEnvironment.no2_ug_m3,residentialEnvironment.pm25_ug_m3,residentialEnvironment.pm10_ug_m3,residentialEnvironment.noise_exposed_pct,residentialEnvironment.green_within_300m_pct,residentialEnvironment.green_area_within_1000m_m2,residentialEnvironment.epc_sap_mean,residentialEnvironment.air_percentile,residentialEnvironment.quiet_percentile,residentialEnvironment.green_percentile,residentialEnvironment.housing_environment_percentile,residentialEnvironment.environment_index_0_100,residentialEnvironment.national_percentile,residentialEnvironment.score,residentialEnvironment.air_period,residentialEnvironment.quiet_period,residentialEnvironment.green_period,residentialEnvironment.housing_environment_period,residentialEnvironment.air_evidence_id,residentialEnvironment.quiet_evidence_id,residentialEnvironment.green_evidence_id,residentialEnvironment.housing_environment_evidence_id,residentialEnvironment.geography_code,residentialEnvironment.geography_vintage,residentialEnvironment.air_population_covered,residentialEnvironment.quiet_population_covered,residentialEnvironment.green_population_covered,residentialEnvironment.housing_environment_population_covered,residentialEnvironment.population_expected,residentialEnvironment.method_version,residentialEnvironment.confidence,residentialEnvironment.reason,composite.safety,composite.buy.score,composite.buy.band,composite.buy.safety,composite.buy.local_transport,composite.buy.residential_environment,composite.buy.national_transport,composite.buy.housing_cost,composite.buy.stock,composite.rent.score,composite.rent.band,composite.rent.safety,composite.rent.local_transport,composite.rent.residential_environment,composite.rent.national_transport,composite.rent.housing_cost,composite.rent.stock
luton,Luton,England,Luton,51.87867,-0.420025,164500,431,High,179,"Median of 431 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",907,High,222,Official July 2026 one-bedroom modelled average for Luton LA; underlying observation count is not published in the table.,"Rightmove's controlled 7 September 2026 filtered capture returned 179 sale and 222 rental results; these are headline counts, not deduplicated properties, and the query does not verify tower stock.",72.8138,63.7,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63011256,April 2024,233524,233524,dft-connectivity-bua24-v1,High,Population-weighted mean across Luton; Reviewed official BUA name corresponds directly to the broad screen location.,26,0,118,2,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.1753,11.761,7.558,12.575,40.963,63.274,239386.32,64.462,28.082,27.408,47.328,28.081,32.725,13.246,1,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63011256,April 2024,233524,233524,233524,233524,233524,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",4.5,64.1,mid,4.5,4,1,4.0,2,4,60.6,low,4.5,4,1,4.0,1,4
southend-on-sea,Southend-on-Sea,England,Southend-on-Sea,51.545926,0.707713,200000,619,High,147,"Median of 619 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",872,High,73,Official July 2026 one-bedroom modelled average for Southend-on-Sea LA; underlying observation count is not published in the table.,"Rightmove's controlled 7 September 2026 filtered capture returned 147 sale and 73 rental results; these are headline counts, not deduplicated properties, and the query does not verify tower stock.",73.6249,66.0,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63011939,April 2024,182295,182295,dft-connectivity-bua24-v1,High,Population-weighted mean across Southend-on-Sea; Reviewed official BUA name corresponds directly to the broad screen location.,57,0,191,2,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.082,10.253,7.342,11.287,34.833,47.947,139369.25,61.806,40.963,49.238,19.971,5.702,28.968,7.409,1,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63011939,April 2024,182295,182295,182295,182295,182295,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",2.0,49.4,low,2.0,4,1,3.0,1,4,45.9,low,2.0,4,1,3.0,1,3
cambridge,Cambridge,England,Cambridge,52.205337,0.121817,299000,1017,High,126,"Median of 1017 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",1257,High,212,Official July 2026 one-bedroom modelled average for Cambridge LA; underlying observation count is not published in the table.,"Rightmove's controlled 7 September 2026 filtered capture returned 126 sale and 212 rental results; these are headline counts, not deduplicated properties, and the query does not verify tower stock.",71.9657,61.4,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63010556,April 2024,152742,152742,dft-connectivity-bua24-v1,High,Population-weighted mean across Cambridge (Cambridge); Reviewed official BUA name corresponds to the screen location Cambridge.,50,0,158,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.057,8.679,7.389,12.379,31.617,67.99,234962.65,68.88,45.297,65.799,53.155,93.113,64.341,82.964,5,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63010556,April 2024,152742,152742,152742,152742,152742,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",5.0,76.5,high,5.0,4,5,4.0,1,4,76.5,high,5.0,4,5,4.0,1,4
colchester,Colchester,England,Colchester,51.88921,0.90421,175000,905,High,118,"Median of 905 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",819,High,114,Official July 2026 one-bedroom modelled average for Colchester LA; underlying observation count is not published in the table.,"Rightmove's controlled 7 September 2026 filtered capture returned 118 sale and 114 rental results; these are headline counts, not deduplicated properties, and the query does not verify tower stock.",69.0307,52.9,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63011220,April 2024,130396,130396,dft-connectivity-bua24-v1,High,Population-weighted mean across Colchester; Reviewed official BUA name corresponds directly to the broad screen location.,47,0,176,2,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.056,9.294,7.202,11.971,35.906,72.185,273261.35,68.614,45.57,44.576,70.256,91.307,62.927,79.58,4,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63011220,April 2024,130396,130396,130396,130396,130396,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",3.0,61.2,mid,3.0,3,4,3.5,1,4,64.7,mid,3.0,3,4,3.5,2,4
oxford,Oxford,England,Oxford,51.752021,-1.257726,315000,710,High,88,"Median of 710 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",1353,High,185,Official July 2026 one-bedroom modelled average for Oxford LA; underlying observation count is not published in the table.,"Rightmove's controlled 7 September 2026 filtered capture returned 88 sale and 185 rental results; these are headline counts, not deduplicated properties, and the query does not verify tower stock.",72.6962,63.4,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63011595,April 2024,169612,169612,dft-connectivity-bua24-v1,High,Population-weighted mean across Oxford; Reviewed official BUA name corresponds directly to the broad screen location.,51,0,64,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.0536,9.848,7.055,11.477,33.741,75.027,220587.16,66.983,46.148,54.782,64.535,75.637,60.275,74.115,4,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63011595,April 2024,169612,169612,169612,169612,169612,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",3.5,70.0,high,3.5,4,4,5.0,1,4,70.0,high,3.5,4,4,5.0,1,4
bath,Bath,England,Bath and North East Somerset,51.381064,-2.359016,315000,809,High,104,"Median of 809 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",1205,High,90,Official July 2026 one-bedroom modelled average for Bath and North East Somerset LA; underlying observation count is not published in the table.,"Rightmove's controlled 7 September 2026 filtered capture returned 104 sale and 90 rental results; these are headline counts, not deduplicated properties, and the query does not verify tower stock.",73.2114,64.9,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63012364,April 2024,94080,94080,dft-connectivity-bua24-v1,High,Population-weighted mean across Bath; Reviewed official BUA name corresponds directly to the broad screen location.,81,0,108,1,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.8985,7.782,6.279,9.921,28.442,76.351,172606.05,64.267,74.955,79.728,57.334,26.316,59.583,72.32,4,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63012364,April 2024,94080,94080,94080,94080,94080,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",4.5,70.0,high,4.5,4,4,3.5,1,4,70.0,high,4.5,4,4,3.5,1,4
bridgend,Bridgend,Wales,Bridgend,51.505829,-3.576945,122250,86,High,2,"Median of 86 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",559,High,0,Official July 2026 one-bedroom modelled average for Bridgend LA; underlying observation count is not published in the table.,"Rightmove's controlled 7 September 2026 filtered capture returned 2 sale and 0 rental results; these are headline counts, not deduplicated properties, and the query does not verify tower stock.",60.5039,31.2,2,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,W45001212,April 2024,51751,51751,dft-connectivity-bua24-v1,High,Population-weighted mean across Bridgend; Reviewed official BUA name corresponds directly to the broad screen location.,135,0,143,1,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.7626,7.138,5.045,8.477,24.053,60.352,66269.04,68.573,89.762,87.113,17.794,97.476,73.036,92.532,5,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,W45001212,April 2024,51751,51751,51751,51751,51751,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",4.5,61.8,mid,4.5,2,5,3.0,3,1,65.3,mid,4.5,2,5,3.0,4,1
llanelli,Llanelli,Wales,Carmarthenshire,51.681,-4.161,112500,25,High,0,"Median of 25 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",499,High,0,Official July 2026 one-bedroom modelled average for Carmarthenshire LA; underlying observation count is not published in the table.,"Rightmove's controlled 7 September 2026 filtered capture returned 0 sale and 0 rental results; these are headline counts, not deduplicated properties, and the query does not verify tower stock.",62.3205,35.1,2,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,W45001070,April 2024,42143,42143,dft-connectivity-bua24-v1,High,Population-weighted mean across Llanelli; Reviewed official BUA name corresponds directly to the broad screen location.,195,1,210,2,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.6374,5.592,4.467,6.896,39.983,71.013,172729.01,63.51,97.483,22.858,47.306,27.748,48.849,50.957,3,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,W45001070,April 2024,42143,42143,42143,42143,42143,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",4.5,54.7,low,4.5,2,3,1.5,4,1,58.2,low,4.5,2,3,1.5,5,1
bangor,Bangor,Wales,Gwynedd,53.227409,-4.129263,90000,29,High,8,"Median of 29 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",558,High,1,Official July 2026 one-bedroom modelled average for Gwynedd LA; underlying observation count is not published in the table.,"Rightmove's controlled 7 September 2026 filtered capture returned 8 sale and 1 rental results; these are headline counts, not deduplicated properties, and the query does not verify tower stock.",63.8825,38.8,2,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,W45000697,April 2024,16994,16994,dft-connectivity-bua24-v1,High,Population-weighted mean across Bangor; Reviewed official BUA name corresponds directly to the broad screen location.,201,0,161,1,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.6178,4.469,4.563,7.407,37.177,66.894,41731.55,65.622,98.142,34.563,24.443,57.185,53.583,60.138,4,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,W45000697,April 2024,16994,16994,16994,16994,16994,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",4.0,61.2,mid,4.0,2,4,2.0,5,1,57.6,low,4.0,2,4,2.0,4,1
rhyl,Rhyl,Wales,Denbighshire,53.319141,-3.491635,94000,43,High,1,"Median of 43 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",545,High,5,Official July 2026 one-bedroom modelled average for Denbighshire LA; underlying observation count is not published in the table.,"Rightmove's controlled 7 September 2026 filtered capture returned 1 sale and 5 rental results; these are headline counts, not deduplicated properties, and the query does not verify tower stock.",65.9483,44.1,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,W45000645,April 2024,26982,26982,dft-connectivity-bua24-v1,High,Population-weighted mean across Rhyl; Reviewed official BUA name corresponds directly to the broad screen location.,165,0,125,1,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.6476,3.953,4.973,8.292,29.568,64.877,92428.87,63.436,97.098,72.371,26.084,25.056,55.152,62.483,4,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,W45000645,April 2024,26982,26982,26982,26982,26982,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",2.0,60.0,low,2.0,3,4,3.0,5,1,56.5,low,2.0,3,4,3.0,4,1
york,York,England,York,53.959055,-1.081536,187000,955,High,115,"Median of 955 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",871,High,75,Official July 2026 one-bedroom modelled average for York LA; underlying observation count is not published in the table.,"Rightmove's controlled 7 September 2026 filtered capture returned 115 sale and 75 rental results; these are headline counts, not deduplicated properties, and the query does not verify tower stock.",71.2964,59.4,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63007706,April 2024,141286,141286,dft-connectivity-bua24-v1,High,Population-weighted mean across York; Reviewed official BUA name corresponds directly to the broad screen location.,113,0,112,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.9064,8.181,6.051,10.362,29.679,74.332,217479.32,66.405,73.439,74.99,62.904,66.039,69.343,89.176,5,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63007706,April 2024,141286,141286,141286,141286,141286,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",5.0,72.9,high,5.0,3,5,4.0,1,4,76.5,high,5.0,3,5,4.0,2,4
durham,Durham,England,County Durham,54.77525,-1.584852,112500,151,High,9,"Median of 151 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",453,High,8,Official July 2026 one-bedroom modelled average for County Durham LA; underlying observation count is not published in the table.,"Rightmove's controlled 7 September 2026 filtered capture returned 9 sale and 8 rental results; these are headline counts, not deduplicated properties, and the query does not verify tower stock.",71.2358,59.3,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63007282,April 2024,50502,50502,dft-connectivity-bua24-v1,High,Population-weighted mean across Durham; Reviewed official BUA name corresponds directly to the broad screen location.,169,1,161,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.8215,7.461,5.478,9.341,39.402,53.536,65075.18,68.107,84.541,30.226,12.706,87.094,53.642,60.243,4,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63007282,April 2024,50502,50502,50502,50502,50502,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",3.5,60.6,mid,3.5,3,4,2.5,4,1,64.1,mid,3.5,3,4,2.5,5,1
cheltenham,Cheltenham,England,Cheltenham,51.90073045590095,-2.076692699758725,200000,1067,High,107,"Median of 1067 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",869,High,113,Official July 2026 one-bedroom modelled average for Cheltenham LA; underlying observation count is not published in the table.,"Rightmove's controlled 7 September 2026 filtered capture returned 107 sale and 113 rental results; these are headline counts, not deduplicated properties, and the query does not verify tower stock.",70.0778,55.9,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63011286,April 2024,115941,115941,dft-connectivity-bua24-v1,High,Population-weighted mean across Cheltenham; Reviewed official BUA name corresponds directly to the broad screen location.,112,1,39,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.9226,7.912,6.478,10.215,26.269,72.367,159723.92,65.953,70.542,86.614,49.5,57.466,66.031,85.485,5,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63011286,April 2024,115941,115941,115941,115941,115941,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",5.0,72.9,high,5.0,3,5,4.0,1,4,76.5,high,5.0,3,5,4.0,2,4
